date,users,new_users,sessions_per_user,sessions,session_duration,bounce_rate,pageviews,pages_per_session
2014-09-10,"2,747,973","1,207,550",1.12,"3,077,861",0:02:08,83.91%,"3,934,046",1.28
2014-09-11,"2,199,087","743,653",1.14,"2,505,236",0:01:19,83.88%,"3,408,222",1.32
2014-09-12,"2,298,241","733,029",1.16,"2,656,651",0:01:32,81.62%,"3,622,956",1.34
2014-09-13,"2,000,780","694,076",1.16,"2,326,290",0:01:40,81.43%,"3,020,048",1.32
2014-09-14,"1,604,165","502,851",1.17,"1,877,550",0:01:26,81.32%,"2,609,850",1.42
2014-09-15,"1,706,860","502,851",1.15,"1,951,882",0:02:05,81.16%,"2,901,669",1.54
2014-09-16,"1,940,579","609,087",1.17,"2,276,736",0:01:31,82.58%,"3,055,837",1.33
2014-09-17,"2,620,490","949,042",1.15,"3,014,542",0:01:29,83.22%,"3,917,528",1.3
2014-09-18,"2,060,980","672,829",1.12,"2,298,760",0:01:17,86.13%,"3,075,108",1.33
2014-09-19,"1,724,566","594,922",1.14,"1,965,647",0:01:21,82.88%,"2,615,356",1.33
2014-09-20,"1,696,236","644,499",1.14,"1,927,104",0:02:10,80.18%,"2,593,332",1.37
2014-09-21,"1,724,566","640,958",1.16,"1,998,683",0:01:31,83.16%,"2,656,651",1.35
2014-09-22,"3,077,305","1,405,857",1.09,"3,364,174",0:01:30,84.65%,"4,603,027",1.37
2014-09-23,"3,551,826","1,795,390",1.09,"3,873,480",0:01:20,84.37%,"5,071,038",1.28
2014-09-24,"3,367,684","1,646,659",1.12,"3,760,607",0:01:13,85.89%,"4,762,701",1.26
2014-09-25,"2,291,158","959,666",1.1,"2,519,001",0:00:52,85.25%,"3,042,072",1.22
2014-09-26,"2,294,699","984,454",1.13,"2,587,826",0:01:18,84.54%,"3,499,071",1.35
2014-09-27,"2,361,982","1,076,526",1.13,"2,659,404",0:01:38,82.56%,"3,391,704",1.28
2014-09-28,"2,000,780","789,688",1.14,"2,273,983",0:01:36,82.12%,"3,080,614",1.37
2014-09-29,"2,443,430","945,501",1.12,"2,733,735",0:01:24,80.96%,"3,771,619",1.37
2014-09-30,"2,900,245","1,154,432",1.16,"3,353,162",0:01:31,81.63%,"4,448,858",1.31
2014-10-01,"3,275,612","1,526,258",1.12,"3,661,498",0:01:10,83.08%,"4,784,725",1.3
2014-10-02,"2,616,949","1,108,396",1.08,"2,830,091",0:01:22,81.48%,"3,969,835",1.4
2014-10-03,"2,369,065","949,042",1.14,"2,706,205",0:01:27,82.07%,"3,716,559",1.37
2014-10-04,"2,301,782","1,019,866",1.1,"2,532,766",0:01:23,84.22%,"3,377,939",1.3
2014-10-05,"1,802,472","662,205",1.12,"2,020,707",0:01:35,81.09%,"2,689,687",1.35
2014-10-06,"2,694,855","1,087,149",1.15,"3,102,638",0:01:21,80.05%,"4,272,666",1.37
2014-10-07,"2,432,806","917,171",1.18,"2,865,880",0:01:54,81.21%,"4,192,829",1.44
2014-10-08,"2,337,194","867,595",1.14,"2,667,663",0:01:27,80.11%,"3,664,251",1.36
2014-10-09,"2,995,857","1,370,445",1.11,"3,314,620",0:01:13,85.58%,"4,294,690",1.3
2014-10-10,"3,006,481","1,551,047",1.08,"3,256,807",0:01:03,85.87%,"4,148,781",1.3
2014-10-11,"2,358,441","1,193,385",1.09,"2,568,555",0:01:03,86.90%,"3,248,548",1.27
2014-10-12,"1,717,483","743,653",1.07,"1,844,514",0:01:08,84.84%,"2,384,104",1.29
2014-10-13,"1,713,942","718,864",1.15,"1,973,906",0:01:45,78.14%,"2,750,253",1.42
2014-10-14,"1,777,684","655,122",1.14,"2,017,954",0:01:37,82.11%,"2,697,946",1.35
2014-10-15,"1,738,731","531,180",1.15,"2,004,189",0:02:07,75.80%,"2,907,175",1.48
2014-10-16,"1,745,813","640,958",1.13,"1,965,647",0:01:50,80.18%,"2,664,910",1.35
2014-10-17,"1,412,940","467,439",1.17,"1,649,051",0:01:29,81.72%,"2,221,676",1.34
2014-10-18,"1,122,561","396,615",1.15,"1,285,654",0:01:44,79.06%,"1,789,454",1.37
2014-10-19,"1,448,352","499,310",1.25,"1,805,972",0:02:09,78.82%,"2,640,133",1.45
2014-10-20,"1,806,013","580,757",1.23,"2,216,170",0:01:46,79.23%,"3,069,602",1.37
2014-10-21,"1,873,296","740,111",1.18,"2,207,911",0:01:31,83.31%,"2,998,024",1.34
2014-10-22,"2,163,675","871,136",1.13,"2,441,917",0:01:38,81.74%,"3,419,234",1.35
2014-10-23,"2,662,984","1,119,020",1.13,"2,998,024",0:02:18,80.76%,"4,005,624",1.36
2014-10-24,"2,383,229","970,290",1.13,"2,700,699",0:01:41,77.95%,"3,851,456",1.43
2014-10-25,"1,682,071","598,463",1.14,"1,921,598",0:01:22,80.26%,"2,629,121",1.35
2014-10-26,"3,031,270","1,335,033",1.13,"3,430,246",0:01:14,84.42%,"4,355,256",1.29
2014-10-27,"2,415,100","1,051,737",1.12,"2,711,711",0:01:30,84.07%,"3,488,059",1.3
2014-10-28,"2,436,347","913,630",1.12,"2,725,476",0:02:02,81.95%,"3,906,516",1.4
2014-10-29,"2,808,174","1,168,597",1.15,"3,215,511",0:01:30,82.60%,"4,426,834",1.4
2014-10-30,"2,829,421","1,274,833",1.12,"3,154,945",0:01:18,83.39%,"4,173,558",1.32
2014-10-31,"1,979,532","750,735",1.16,"2,307,019",0:01:24,82.33%,"3,022,801",1.33
2014-11-01,"1,678,530","665,746",1.23,"2,059,249",0:01:51,80.72%,"2,797,054",1.38
2014-11-02,"1,742,272","609,087",1.12,"1,960,141",0:01:41,79.75%,"2,681,428",1.39
2014-11-03,"1,728,107","587,840",1.14,"1,971,153",0:01:19,81.51%,"2,576,814",1.28
2014-11-04,"1,614,788","616,169",1.14,"1,836,255",0:01:53,79.58%,"2,750,253",1.5
2014-11-05,"1,434,187","449,733",1.16,"1,665,569",0:01:51,79.62%,"2,337,302",1.37
2014-11-06,"1,526,258","499,310",1.2,"1,827,996",0:02:02,79.84%,"2,626,368",1.39
2014-11-07,"1,430,646","502,851",1.1,"1,577,473",0:01:13,81.57%,"2,122,568",1.33
2014-11-08,"1,165,056","424,944",1.17,"1,368,244",0:02:08,82.64%,"1,899,574",1.36
2014-11-09,"1,065,902","368,285",1.17,"1,247,112",0:01:58,78.98%,"1,786,701",1.46
2014-11-10,"1,083,608","336,414",1.15,"1,244,359",0:01:28,79.20%,"1,701,358",1.36
2014-11-11,"1,172,138","389,532",1.12,"1,315,937",0:01:35,81.40%,"1,833,502",1.38
2014-11-12,"995,078","318,708",1.15,"1,145,251",0:01:41,78.09%,"1,682,087",1.5
2014-11-13,"927,795","361,203",1.15,"1,068,166",0:01:50,81.06%,"1,511,400",1.36
2014-11-14,"814,477","254,967",1.23,"1,002,094",0:02:07,77.39%,"1,555,449",1.52
2014-11-15,"1,083,608","435,568",1.2,"1,299,419",0:01:27,83.11%,"1,756,418",1.32
2014-11-16,"1,250,045","520,557",1.11,"1,387,515",0:01:28,84.18%,"1,797,713",1.27
2014-11-17,"931,336","336,414",1.14,"1,062,660",0:01:10,83.33%,"1,340,714",1.29
2014-11-18,"1,026,949","400,156",1.14,"1,167,275",0:01:29,84.85%,"1,569,214",1.38
2014-11-19,"1,745,813","725,947",1.14,"1,982,165",0:01:34,83.93%,"2,626,368",1.34
2014-11-20,"2,330,111","1,087,149",1.08,"2,510,742",0:01:04,85.19%,"3,196,240",1.25
2014-11-21,"1,434,187","648,040",1.1,"1,582,979",0:01:06,85.91%,"2,114,309",1.33
2014-11-22,"1,494,388","633,875",1.09,"1,632,533",0:01:03,84.82%,"2,097,791",1.26
2014-11-23,"1,915,791","864,053",1.11,"2,125,321",0:01:07,85.50%,"2,667,663",1.24
2014-11-24,"1,880,379","793,229",1.11,"2,078,520",0:01:03,85.69%,"2,651,145",1.23
2014-11-25,"1,908,708","924,254",1.12,"2,144,592",0:00:48,86.45%,"2,648,392",1.23
2014-11-26,"2,337,194","1,072,984",1.1,"2,568,555",0:01:03,86.91%,"3,254,054",1.25
2014-11-27,"1,582,918","701,158",1.09,"1,728,888",0:01:10,84.63%,"2,293,254",1.32
2014-11-28,"1,211,091","478,062",1.11,"1,337,961",0:01:35,81.75%,"1,775,689",1.33
2014-11-29,"1,225,256","467,439",1.15,"1,412,292",0:01:35,79.95%,"1,852,773",1.34
2014-11-30,"1,299,621","506,392",1.19,"1,544,437",0:01:10,86.01%,"1,951,882",1.24
2014-12-01,"1,168,597","481,604",1.17,"1,365,491",0:01:20,83.90%,"1,759,171",1.29
2014-12-02,"1,179,220","513,474",1.13,"1,335,208",0:01:32,88.06%,"1,803,219",1.37
2014-12-03,"1,111,938","396,615",1.14,"1,266,383",0:01:07,83.52%,"1,684,840",1.34
2014-12-04,"1,738,731","786,147",1.12,"1,940,869",0:01:29,80.11%,"2,557,543",1.33
2014-12-05,"1,480,223","633,875",1.1,"1,627,027",0:01:18,86.71%,"2,042,731",1.26
2014-12-06,"1,505,011","679,911",1.14,"1,709,617",0:01:25,82.82%,"2,229,935",1.31
2014-12-07,"2,383,229","1,150,891",1.1,"2,631,874",0:01:03,87.89%,"3,262,313",1.25
2014-12-08,"2,298,241","1,172,138",1.05,"2,417,140",0:00:51,89.02%,"2,901,669",1.21
2014-12-09,"2,439,889","1,225,256",1.1,"2,675,922",0:01:05,88.23%,"3,289,843",1.22
2014-12-10,"1,834,343","842,806",1.11,"2,045,484",0:01:02,87.00%,"2,568,555",1.24
2014-12-11,"1,214,633","499,310",1.11,"1,348,973",0:00:57,85.56%,"1,684,840",1.28
2014-12-12,"1,175,679","453,274",1.1,"1,291,160",0:00:47,86.58%,"1,525,166",1.2
2014-12-13,"1,097,773","424,944",1.1,"1,211,323",0:01:06,87.43%,"1,464,599",1.23
2014-12-14,"1,894,543","832,183",1.13,"2,136,333",0:01:17,80.60%,"2,802,560",1.32
2014-12-15,"1,540,423","637,416",1.13,"1,739,900",0:01:21,81.87%,"2,196,899",1.3
2014-12-16,"1,951,203","849,889",1.15,"2,246,453",0:01:44,87.07%,"2,739,241",1.23
2014-12-17,"2,521,336","1,246,503",1.08,"2,719,970",0:00:59,88.15%,"3,221,017",1.19
2014-12-18,"2,209,710","987,996",1.1,"2,430,905",0:01:00,86.75%,"2,923,693",1.21
2014-12-19,"2,131,804","998,619",1.08,"2,307,019",0:00:46,88.04%,"2,739,241",1.2
2014-12-20,"1,200,468","545,345",1.11,"1,337,961",0:00:57,87.00%,"1,668,322",1.26
2014-12-21,"1,540,423","701,158",1.11,"1,709,617",0:00:53,87.14%,"2,111,556",1.23
2014-12-22,"1,299,621","559,510",1.08,"1,404,033",0:00:37,90.68%,"1,629,780",1.13
2014-12-23,"1,104,855","414,321",1.14,"1,266,383",0:01:20,84.59%,"1,632,533",1.27
2014-12-24,"1,048,196","396,615",1.12,"1,172,781",0:01:38,83.38%,"1,560,955",1.32
2014-12-25,"584,298","187,684",1.1,"641,450",0:01:41,83.43%,"828,655",1.29
2014-12-26,"771,982","262,049",1.17,"908,492",0:00:43,85.16%,"1,167,275",1.21
2014-12-27,"984,454","354,120",1.1,"1,079,178",0:01:12,83.61%,"1,527,919",1.36
2014-12-28,"1,373,987","555,969",1.11,"1,530,672",0:00:59,83.56%,"2,084,026",1.31
2014-12-29,"2,372,606","1,058,820",1.1,"2,607,097",0:01:03,85.33%,"3,201,746",1.24
2014-12-30,"2,174,298","1,119,020",1.06,"2,309,772",0:01:19,85.76%,"2,976,000",1.28
2014-12-31,"1,239,421","478,062",1.1,"1,359,985",0:00:49,86.46%,"1,726,135",1.26
2015-01-01,"899,465","315,167",1.17,"1,048,895",0:01:19,81.82%,"1,370,997",1.28
2015-01-02,"1,299,621","492,227",1.11,"1,439,822",0:01:30,83.05%,"1,891,315",1.32
2015-01-03,"1,405,857","609,087",1.08,"1,514,154",0:01:17,83.37%,"1,957,388",1.29
2015-01-04,"1,285,457","517,016",1.11,"1,428,810",0:01:14,86.85%,"1,781,195",1.24
2015-01-05,"1,200,468","488,686",1.09,"1,313,184",0:00:50,86.52%,"1,682,087",1.24
2015-01-06,"1,211,091","577,216",1.08,"1,304,925",0:00:41,86.41%,"1,577,473",1.23
2015-01-07,"1,069,443","417,862",1.1,"1,172,781",0:01:07,81.27%,"1,519,660",1.31
2015-01-08,"1,246,503","545,345",1.09,"1,362,738",0:01:15,84.16%,"1,756,418",1.3
2015-01-09,"1,140,267","481,604",1.12,"1,274,642",0:01:08,85.28%,"1,627,027",1.3
2015-01-10,"938,419","421,403",1.13,"1,059,907",0:01:24,84.28%,"1,362,738",1.31
2015-01-11,"1,069,443","449,733",1.06,"1,131,486",0:01:08,85.31%,"1,456,340",1.31
2015-01-12,"1,250,045","463,898",1.08,"1,348,973",0:01:10,87.14%,"1,679,334",1.27
2015-01-13,"2,670,067","1,338,575",1.06,"2,841,103",0:00:59,86.05%,"3,622,956",1.3
2015-01-14,"2,507,172","1,218,174",1.06,"2,651,145",0:00:35,86.92%,"3,201,746",1.2
2015-01-15,"2,245,123","1,037,572",1.08,"2,417,140",0:02:02,86.07%,"3,182,475",1.33
2015-01-16,"1,267,751","517,016",1.11,"1,415,045",0:00:53,82.71%,"1,775,689",1.25
2015-01-17,"1,618,330","612,628",1.14,"1,844,514",0:01:40,85.03%,"2,378,598",1.32
2015-01-18,"1,366,904","527,639",1.12,"1,538,931",0:01:28,82.72%,"2,100,544",1.38
2015-01-19,"1,278,374","481,604",1.08,"1,382,009",0:01:32,82.82%,"1,863,785",1.35
2015-01-20,"1,218,174","463,898",1.16,"1,412,292",0:01:18,83.46%,"1,814,231",1.26
2015-01-21,"1,204,009","439,109",1.07,"1,291,160",0:01:04,84.93%,"1,638,039",1.25
2015-01-22,"1,168,597","428,486",1.13,"1,324,196",0:01:22,83.16%,"1,778,442",1.34
2015-01-23,"1,104,855","424,944",1.14,"1,255,371",0:01:13,81.41%,"1,706,864",1.35
2015-01-24,"1,115,479","371,826",1.18,"1,313,184",0:01:43,79.78%,"1,660,063",1.29
2015-01-25,"1,505,011","517,016",1.16,"1,742,653",0:01:38,80.08%,"2,406,128",1.43
2015-01-26,"1,505,011","517,016",1.13,"1,698,605",0:01:18,85.83%,"2,125,321",1.24
2015-01-27,"1,505,011","584,298",1.1,"1,660,063",0:01:09,84.65%,"2,139,086",1.28
2015-01-28,"1,165,056","428,486",1.1,"1,282,901",0:01:22,79.01%,"1,924,351",1.49
2015-01-29,"1,207,550","499,310",1.12,"1,354,479",0:01:41,81.20%,"1,822,490",1.33
2015-01-30,"1,540,423","686,993",1.09,"1,679,334",0:00:57,86.50%,"2,050,990",1.23
2015-01-31,"1,593,541","679,911",1.1,"1,756,418",0:01:15,84.27%,"2,293,254",1.3
2015-02-01,"1,968,909","818,018",1.11,"2,183,134",0:00:52,85.71%,"2,695,193",1.23
2015-02-02,"2,167,216","853,430",1.14,"2,474,953",0:01:06,84.98%,"3,055,837",1.25
2015-02-03,"1,561,670","644,499",1.09,"1,701,358",0:01:24,81.25%,"2,229,935",1.36
2015-02-04,"1,650,200","686,993",1.09,"1,803,219",0:00:36,87.03%,"2,163,863",1.2
2015-02-05,"1,196,927","470,980",1.08,"1,293,913",0:01:00,86.03%,"1,673,828",1.25
2015-02-06,"1,143,808","453,274",1.16,"1,326,949",0:01:13,83.73%,"1,866,538",1.41
2015-02-07,"1,246,503","495,768",1.11,"1,382,009",0:01:26,84.36%,"1,833,502",1.37
2015-02-08,"1,735,189","704,699",1.14,"1,979,412",0:01:27,82.65%,"2,554,790",1.3
2015-02-09,"2,298,241","1,072,984",1.13,"2,593,332",0:01:20,83.90%,"3,523,848",1.38
2015-02-10,"1,600,624","605,546",1.1,"1,767,430",0:01:07,86.57%,"2,150,098",1.21
2015-02-11,"1,487,305","594,922",1.13,"1,676,581",0:01:14,84.60%,"2,053,743",1.25
2015-02-12,"1,115,479","449,733",1.07,"1,189,299",0:00:54,83.93%,"1,492,129",1.25
2015-02-13,"1,037,572","389,532",1.1,"1,142,498",0:01:09,86.07%,"1,461,846",1.26
2015-02-14,"1,806,013","722,405",1.11,"2,004,189",0:01:04,86.40%,"2,485,965",1.24
2015-02-15,"1,508,552","616,169",1.1,"1,660,063",0:01:11,88.27%,"2,268,477",1.28
2015-02-16,"1,501,470","633,875",1.07,"1,610,509",0:01:10,81.98%,"2,139,086",1.36
2015-02-17,"1,292,539","517,016",1.12,"1,442,575",0:01:19,85.26%,"1,841,761",1.3
2015-02-18,"1,250,045","442,650",1.14,"1,420,551",0:00:57,86.78%,"1,737,147",1.22
2015-02-19,"1,940,579","871,136",1.06,"2,064,755",0:01:11,83.88%,"2,640,133",1.32
2015-02-20,"1,724,566","609,087",1.1,"1,891,315",0:01:03,83.90%,"2,403,375",1.28
2015-02-21,"1,466,058","506,392",1.13,"1,649,051",0:01:17,83.05%,"2,210,664",1.31
2015-02-22,"1,182,762","470,980",1.11,"1,313,184",0:01:05,85.44%,"1,668,322",1.22
2015-02-23,"1,310,245","478,062",1.11,"1,448,081",0:01:02,87.53%,"1,792,207",1.25
2015-02-24,"1,264,209","520,557",1.06,"1,335,208",0:00:58,85.41%,"1,698,605",1.28
2015-02-25,"2,266,370","1,058,820",1.07,"2,419,893",0:00:31,91.22%,"2,744,747",1.13
2015-02-26,"1,366,904","573,675",1.11,"1,511,400",0:00:57,86.65%,"1,844,514",1.19
2015-02-27,"1,147,350","442,650",1.09,"1,247,112",0:01:07,86.93%,"1,552,696",1.26
2015-02-28,"864,053","329,332",1.07,"925,010",0:01:29,82.76%,"1,382,009",1.57
2015-03-01,"1,034,031","343,497",1.11,"1,148,004",0:01:44,82.41%,"1,654,557",1.5
2015-03-02,"1,593,541","633,875",1.1,"1,750,912",0:01:12,86.46%,"2,205,158",1.27
2015-03-03,"1,480,223","584,298",1.08,"1,596,744",0:01:17,82.93%,"2,064,755",1.3
2015-03-04,"1,189,844","502,851",1.1,"1,313,184",0:01:04,88.95%,"1,673,828",1.27
2015-03-05,"1,483,764","665,746",1.07,"1,580,226",0:01:03,82.77%,"2,078,520",1.31
2015-03-06,"1,055,278","410,780",1.08,"1,142,498",0:01:09,85.45%,"1,459,093",1.29
2015-03-07,"1,271,292","570,134",1.08,"1,365,491",0:01:05,82.64%,"1,695,852",1.25
2015-03-08,"934,878","389,532",1.14,"1,065,413",0:01:47,83.06%,"1,486,623",1.45
2015-03-09,"1,214,633","453,274",1.11,"1,348,973",0:01:45,84.51%,"1,781,195",1.38
2015-03-10,"1,398,775","648,040",1.06,"1,475,611",0:00:52,86.09%,"1,778,442",1.23
2015-03-11,"1,405,857","686,993",1.04,"1,461,846",0:00:25,87.41%,"1,789,454",1.18
2015-03-12,"1,207,550","474,521",1.1,"1,324,196",0:01:05,86.36%,"1,698,605",1.26
2015-03-13,"1,179,220","506,392",1.08,"1,269,136",0:00:47,83.57%,"1,613,262",1.28
2015-03-14,"1,200,468","520,557",1.12,"1,346,220",0:01:04,87.89%,"1,657,310",1.24
2015-03-15,"1,770,601","818,018",1.11,"1,968,400",0:00:58,83.99%,"2,563,049",1.26
2015-03-16,"1,607,706","761,359",1.11,"1,789,454",0:01:00,84.16%,"2,296,007",1.31
2015-03-17,"1,179,220","520,557",1.08,"1,271,889",0:01:08,86.63%,"1,610,509",1.26
2015-03-18,"1,568,753","669,287",1.1,"1,723,382",0:00:54,87.45%,"2,133,580",1.23
2015-03-19,"1,494,388","747,194",1.05,"1,569,214",0:01:11,83.75%,"1,990,424",1.29
2015-03-20,"1,041,114","463,898",1.1,"1,142,498",0:00:47,85.09%,"1,494,882",1.29
2015-03-21,"980,913","393,073",1.09,"1,068,166",0:01:22,86.75%,"1,464,599",1.43
2015-03-22,"984,454","417,862",1.07,"1,057,154",0:01:02,85.91%,"1,326,949",1.29
2015-03-23,"1,225,256","570,134",1.06,"1,299,419",0:01:23,84.74%,"1,805,972",1.41
2015-03-24,"1,342,116","619,710",1.05,"1,412,292",0:00:36,86.97%,"1,772,936",1.17
2015-03-25,"1,975,991","885,301",1.07,"2,122,568",0:00:56,85.14%,"2,744,747",1.26
2015-03-26,"1,359,822","598,463",1.08,"1,464,599",0:01:04,84.30%,"1,916,092",1.26
2015-03-27,"1,239,421","527,639",1.05,"1,296,666",0:00:57,85.25%,"1,657,310",1.28
2015-03-28,"1,012,784","375,367",1.09,"1,109,462",0:01:03,86.90%,"1,365,491",1.24
2015-03-29,"984,454","424,944",1.07,"1,057,154",0:01:36,81.21%,"1,348,973",1.32
2015-03-30,"1,246,503","538,263",1.07,"1,340,714",0:00:57,87.30%,"1,662,816",1.21
2015-03-31,"973,831","410,780",1.09,"1,062,660",0:00:52,86.67%,"1,321,443",1.21
2015-04-01,"786,147","332,873",1.06,"836,914",0:00:35,85.59%,"1,007,600",1.21
2015-04-02,"1,593,541","757,817",1.09,"1,737,147",0:01:06,87.37%,"2,031,719",1.17
2015-04-03,"1,721,025","771,982",1.07,"1,847,267",0:00:54,86.78%,"2,251,959",1.23
2015-04-04,"1,214,633","552,428",1.05,"1,274,642",0:01:39,86.67%,"1,764,677",1.44
2015-04-05,"888,842","371,826",1.09,"969,058",0:00:58,90.51%,"1,175,534",1.2
2015-04-06,"945,501","364,744",1.1,"1,037,883",0:01:13,84.98%,"1,315,937",1.24
2015-04-07,"949,042","442,650",1.05,"999,341",0:00:46,85.82%,"1,211,323",1.2
2015-04-08,"1,260,668","534,722",1.09,"1,368,244",0:00:31,88.89%,"1,635,286",1.17
2015-04-09,"1,108,396","478,062",1.05,"1,170,028",0:00:58,83.94%,"1,486,623",1.31
2015-04-10,"1,069,443","495,768",1.04,"1,112,215",0:00:40,87.58%,"1,321,443",1.18
2015-04-11,"1,083,608","509,933",1.03,"1,117,721",0:01:05,86.08%,"1,431,563",1.24
2015-04-12,"938,419","382,450",1.05,"988,329",0:01:00,87.10%,"1,269,136",1.23
2015-04-13,"938,419","463,898",1.09,"1,021,365",0:01:58,83.74%,"1,591,238",1.61
2015-04-14,"984,454","488,686",1.08,"1,068,166",0:01:43,84.05%,"1,500,388",1.45
2015-04-15,"747,194","339,955",1.08,"809,384",0:01:02,85.09%,"1,021,365",1.29
2015-04-16,"1,090,690","520,557",1.06,"1,150,757",0:00:52,85.85%,"1,470,105",1.23
2015-04-17,"722,405","354,120",1.03,"748,818",0:00:31,90.05%,"880,962",1.12
2015-04-18,"736,570","315,167",1.06,"784,607",0:00:34,86.43%,"947,034",1.18
2015-04-19,"552,428","258,508",1.11,"613,920",0:00:32,87.86%,"773,595",1.16
2015-04-20,"1,611,247","715,323",1.07,"1,726,135",0:00:50,86.68%,"2,012,448",1.17
2015-04-21,"1,260,668","584,298",1.08,"1,368,244",0:00:44,87.82%,"1,646,298",1.18
2015-04-22,"1,175,679","531,180",1.06,"1,244,359",0:00:42,90.03%,"1,470,105",1.19
2015-04-23,"1,271,292","655,122",1.06,"1,351,726",0:01:09,87.70%,"1,624,274",1.2
2015-04-24,"1,165,056","591,381",1.05,"1,222,335",0:00:28,90.14%,"1,382,009",1.14
2015-04-25,"1,225,256","598,463",1.03,"1,269,136",0:00:46,90.22%,"1,489,376",1.17
2015-04-26,"779,065","371,826",1.09,"850,679",0:00:41,90.42%,"1,026,871",1.25
2015-04-27,"878,218","322,249",1.09,"958,046",0:01:27,84.44%,"1,227,841",1.27
2015-04-28,"1,327,951","644,499",1.07,"1,428,810",0:00:54,88.34%,"1,720,629",1.15
2015-04-29,"1,416,481","757,817",1.06,"1,494,882",0:00:47,89.10%,"1,739,900",1.18
2015-04-30,"885,301","414,321",1.07,"947,034",0:01:09,87.64%,"1,189,299",1.26
